DOSSIER,VGNUMMER,HN45,PCVA,STRAAT_VA,HUISNR_VA,TOEV_VA,PC_VA,PLAATS_VA,RV,URL,inOnderzoek,gebruiksdoel,oppervlakte,vbloStatus,C_HOOFDACT,NEVEN1,NEVEN2,reg_date,emp_class,inNiwo,inFenex
24198195,000014585340,Mawo Transport B.V.,3361HS,Oranjestraat,66,,3361HS,Sliedrecht,41,,0.0,woonfunctie,90.0,in gebruik,H,H,,1992-08-28,2,1,0
24198471,000019471017,Getron Transport B.V.,3201AB,Ir. Herman de Grootweg,42,,3201AB,Spijkenisse,41,www.getron.nl,0.0,industriefunctie,490.0,in gebruik,H,,,1992-10-09,6,1,0
24198708,000009808477,Hoogendoorn Transport B.V.,3197KV,Nieuwesluisweg,170,,3197KV,Botlek Rotterdam,41,,0.0,industriefunctie,589.0,in gebruik,H,H,,1992-09-18,5,1,0
24198717,000019635249,Novolog B.V.,2902XE,Louis Couperusplaats,231,,2902XE,Capelle aan den IJssel,41,www.novolog.nl,0.0,woonfunctie,78.0,in gebruik,H,,,1992-09-21,4,0,0
24198743,000019060726,TKH Logistics B.V.,7483PG,Elektrostraat,17,,7483PG,Haaksbergen,41,,0.0,industriefunctie,16732.0,in gebruik,H,K,,2007-05-14,6,0,0
24199068,000016787552,Ecu Worldwide (Netherlands) B.V.,3197KV,Nieuwesluisweg,240,havennr.5044,3197KV,Botlek Rotterdam,41,www.eculine.net,0.0,industriefunctie,12043.0,in gebruik,H,,,1992-06-10,5,0,0
24199270,000005401011,Allround Cargo Handling B.V.,2984BT,Ridderhaven,10,,2984BT,Ridderkerk,41,www.allroundcargohandling.com,0.0,overige gebruiksfunctie,217.0,ingetrokken,H,,,1992-10-19,5,0,1
24199540,000018756182,Clipper Holding (the Netherlands) B.V.,3011TA,Blaak,40,5e etage,3011TA,Rotterdam,41,,0.0,kantoorfunctie,8996.0,in gebruik,H,,,2003-06-23,1,0,0
24199545,000013618431,Stuurman Logistics B.V.,2992XC,1e Barendrechtseweg,64,,2992XC,Barendrecht,41,www.stuurman.nl,0.0,kantoorfunctie,150.0,in gebruik,H,,,1992-10-29,5,0,0
24199898,000019021836,M-Star Freight Services B.V.,3088HH,Waalhaven Z.z.,12,G,3088HH,Rotterdam,41,www.mstarfreight.com,,,,,H,,,1992-12-11,5,0,0
24200362,000006800408,Koninklijke Scheepsagentuur Dirkzwager B.V.,3144EG,Govert van Wijnkade,50,,3144EG,Maassluis,41,www.dirkzwager.com,0.0,kantoorfunctie,813.0,in gebruik,H,,,1921-05-18,1,0,0
24210199,000010666834,J. Gorter Bevracht.kant. en Transportovername,3135CD,van Hogendorplaan,8,,3135CD,Vlaardingen,1,,0.0,woonfunctie,102.0,in gebruik,H,G,,1954-01-09,2,0,0
24210467,000017278147,Transportbedrijf R. VD Hoek B.V.,3233SE,Heveringseweg,60,a,3233SE,Oostvoorne,41,,0.0,woonfunctie,285.0,gevormd,H,H,,1955-04-20,6,1,0
24211002,000020465416,Hoogland Transport Schiedam B.V.,2984AN,Tinstraat,24,,2984AN,Ridderkerk,41,www.hooglanddegroot.nl,0.0,winkelfunctie,297.0,in gebruik,H,H,,1956-08-03,5,1,0
24211433,000001292676,Hijstraditie Split/Store,3125AN,Kommiezenlaan,18,,3125AN,Schiedam,51,,,,,,H,H,,1956-09-13,4,0,0
24217800,000005398509,Harding Marine Services Rotterdam B.V.,2992SB,Achterzeedijk,57,2,2992SB,Barendrecht,41,www.hardingmarine.nl,0.0,industriefunctie,1400.0,in gebruik,H,,,1970-02-23,5,0,0
24218463,000016906063,Stolthaven Moerdijk B.V.,4782PM,Middenweg,30,,4782PM,Moerdijk,41,www.stolt-nielsen.com,0.0,kantoorfunctie,954.0,in gebruik,H,H,L,2012-04-01,6,0,0
24219752,000020265220,Beukers & Jurling Exp.- & Vr.autobedr. B.V.,4761VD,'s Heerenwei,1,,4761VD,Zevenbergen,41,,0.0,woonfunctie,176.0,in gebruik (niet ingemeten),H,,,2016-04-01,2,0,0
24219864,000018206379,Skibs Hassel Nederland B.V.,3331EE,H.A. Lorentzstraat,4,,3331EE,Zwijndrecht,41,,0.0,kantoorfunctie,1102.0,in gebruik,H,,,1973-02-14,2,0,0
24221180,000020430701,E.P. Shipping & Trading B.V.,3197KL,Quebecstraat,5,,3197KL,Botlek Rotterdam,41,www.epship.nl,0.0,industriefunctie,624.0,in gebruik,H,H,L,1975-02-01,4,0,0
24222748,000017759544,Broekman Logistics Europoort B.V.,3208LA,Malledijk,3,,3208LA,Spijkenisse,41,www.broekmanlogistics.com,0.0,kantoorfunctie,2320.0,in gebruik,H,,,1977-04-01,7,0,1
24222748,000018075193,Broekman Logistics Europoort B.V.,3089JH,Waalhaven Z.z.,21,,3089JH,Rotterdam,41,www.broekmanlogistics.com,0.0,kantoorfunctie,7436.0,in gebruik,H,H,,1977-04-01,7,0,1
24222748,000022645314,Broekman Logistics Europoort B.V.,3198LH,Merwedeweg,4,,3198LH,Europoort Rotterdam,41,,0.0,kantoorfunctie,962.0,in gebruik,H,H,,1977-04-01,7,0,1
24222748,000038472171,Broekman Logistics Europoort B.V.,3199LL,Makassarstraat,1,,3199LL,Maasvlakte Rotterdam,41,,0.0,kantoorfunctie,28718.0,in gebruik,H,H,,1977-04-01,7,0,1
24222915,000002614561,Elvex B.V.,3133LA,Koggehaven,24,,3133LA,Vlaardingen,41,www.lvshipping.com,0.0,industriefunctie,2577.0,ingetrokken,H,,,1977-09-03,3,0,0
24224057,000017829933,Global Spares Logistics B.V.,3133KT,Stoomloggerweg,3,,3133KT,Vlaardingen,41,www.gsl-rtm.nl,0.0,kantoorfunctie,875.0,in gebruik,H,,,1978-06-30,4,0,0
24224646,000020329601,B & B Cargo B.V.,3047BL,Pittsburghstraat,33,,3047BL,Rotterdam,41,,0.0,industriefunctie,1350.0,in gebruik,H,,,1979-06-02,2,0,0
24225226,000001177079,Worldwide Trans. & Trading Vlaardingen B.V.,3134KG,Kon Wilhelminahaven ZZ,19,,3134KG,Vlaardingen,41,,0.0,sportfunctie,2553.0,in gebruik,H,H,,1979-09-17,3,0,0
24225469,000017820251,De Rijke Central Europe B.V.,3208LA,Malledijk,7,,3208LA,Spijkenisse,41,www.derijke.com,0.0,winkelfunctie,292.0,in gebruik,H,,,1979-12-12,1,0,0
24225479,000018231977,C.P. Benelux Logistics B.V.,3131KZ,Gerard Burgerlaan,33,,3131KZ,Vlaardingen,41,,0.0,kantoorfunctie,690.0,in gebruik,H,H,,1979-12-18,6,0,0
24226722,000017066719,"(SGS) Oil, Gas and Chemicals (OGC)",3197KJ,Oude Maasweg,4,Havennr 4035,3197KJ,Botlek Rotterdam,41,,0.0,kantoorfunctie,1465.0,in gebruik,H,H,,1981-03-17,12,0,0
24226722,000017066727,"(SGS) Oil, Gas and Chemicals (OGC)",5657EN,Marinus van Meelweg,12,,5657EN,Eindhoven,41,,0.0,industriefunctie,1854.0,in gebruik,N,H,P,1981-03-17,12,0,0
24226722,000027238482,Cargo Compliance Company,1118LB,Prestwickweg,50,,1118LB,Schiphol,41,www.cargocc.com,0.0,industriefunctie,584.0,in gebruik,H,,,1981-03-17,12,0,0
24226722,000032778414,Dangerous Goods Services,3045AK,Brandenburgbaan,2,,3045AK,Rotterdam,41,,0.0,kantoorfunctie,5965.0,ingetrokken,H,,,1981-03-17,12,0,0
24226736,000014666405,Combi Freight Services B.V.,4731TV,De Gorzen,9,,4731TV,Oudenbosch,41,,0.0,industriefunctie,566.0,in gebruik,H,,,2007-01-15,3,0,0
24228611,000007175132,Qpr Logistics B.V.,3088ED,Van Maasdijkweg,61,,3088ED,Rotterdam,41,www.qprlogistics.nl,0.0,industriefunctie,1988.0,in gebruik,H,,,1983-01-27,4,0,0
24228686,000007162715,Triangle (Air) Freight Forwarders B.V.,3208KH,Wattweg,28,,3208KH,Spijkenisse,41,www.triangle-freight.nl,0.0,industriefunctie,2010.0,in gebruik,H,L,,1983-02-18,4,0,0
24228749,000016430980,Trans.- en Hand.ondernem. A.M. de Jong B.V.,3181HK,Oranjelaan,37,,3181HK,Rozenburg,41,,0.0,industriefunctie,1156.0,in gebruik,H,,,1983-07-03,5,0,0
24230512,000015984087,Switch International Trailers B.V.,2992KB,Boerhaavelaan,5,,2992KB,Barendrecht,41,,0.0,industriefunctie,264.0,in gebruik,H,,,1984-09-27,3,0,0
24230652,000006811116,Fotografie John de Jong,4617NX,Loonberg,10,,4617NX,Bergen op Zoom,1,,0.0,woonfunctie,162.0,in gebruik,M,H,,2000-04-07,2,0,0
24230834,000019159838,M.T. Maritime Management B.V.,3231AR,Turfkade,35,,3231AR,Brielle,41,www.mtmm.com,0.0,kantoorfunctie,268.0,in gebruik,H,,,1985-01-14,3,0,0
24230930,000020092660,thyssenkrupp Veerhaven B.V.,3232BP,Nicolaas Pieckstraat,14,,3232BP,Brielle,42,www.thyssenkruppveerhaven.com,0.0,kantoorfunctie,1068.0,in gebruik,H,H,,1985-08-02,8,0,0
24232440,000016360818,Estron Nederland B.V.,3201AX,Jan Campertlaan,2,A,3201AX,Spijkenisse,41,www.estron-group.com,0.0,kantoorfunctie,349.0,in gebruik,H,H,,,8,0,0
24232781,000019947216,Estron Overseas B.V.,3198LR,Wolgaweg,3,,3198LR,Europoort Rotterdam,41,www.estron-group.com,0.0,industriefunctie,55.0,gevormd,H,H,,1986-07-16,4,0,0
24232781,000042294096,Estron Overseas B.V.,3197LH,Shannonweg,84,Havennr. 506,3197LH,Botlek Rotterdam,41,www.estron-group.com,0.0,industriefunctie,10447.0,in gebruik,H,,,1986-07-16,4,0,0
24233151,000017522870,De Rijke Continental B.V.,3197LE,Oliphantweg,20,,3197LE,Botlek Rotterdam,41,,0.0,industriefunctie,840.0,in gebruik,H,H,,1986-04-11,6,1,0
24233426,000015825205,LV Container Trucking B.V.,3133LA,Koggehaven,24,,3133LA,Vlaardingen,41,www.lvshipping.com,0.0,industriefunctie,2577.0,ingetrokken,H,,,1987-01-19,4,0,0
24234952,000004905164,MOL (Europe) B.V.,3261KN,Scheepmakershaven,2,,3261KN,Oud-Beijerland,41,www.molpower.com,0.0,winkelfunctie,3672.0,in gebruik,H,H,N,1992-07-12,8,0,0
24235119,000020360150,Falconex B.V.,3088HH,Waalhaven Z.z.,12,G,3088HH,Rotterdam,41,,,,,,H,,,1992-12-16,3,0,1
24235495,000016473981,C-Bed III B.V.,1118BH,Schiphol Boulevard,219,,1118BH,Schiphol,41,www.c-bed.nl,0.0,kantoorfunctie,25.0,in gebruik,H,H,H,,3,0,0
24235552,000018158633,NileDutch America B.V.,3012KG,Westblaak,95,,3012KG,Rotterdam,41,,0.0,kantoorfunctie,560.0,in gebruik,H,H,K,1992-12-31,1,0,0
24236070,000017442265,VLS-Group Logistics Netherlands B.V.,3196KH,Propaanweg,75,,3196KH,VondelingenplaatRotterd.,41,www.vls-group.com,0.0,kantoorfunctie,789.0,in gebruik,H,,,1993-01-20,1,0,1
24236669,000019209312,Berser Transport,3044BB,Schuttevaerweg,98,,3044BB,Rotterdam,41,www.berser.nl,0.0,industriefunctie,1053.0,in gebruik,H,H,,1993-02-16,4,1,0
24236856,000018677002,Orionco Shipping B.V.,3088ED,Van Maasdijkweg,53,,3088ED,Rotterdam,41,,,,,,H,,,1993-02-24,4,0,0
24236986,000002431122,NBJ Internationaal Transport B.V.,2921LA,Griendstraat,1,-3,2921LA,Krimpen aan den IJssel,41,,0.0,industriefunctie,861.0,in gebruik,H,,,1993-03-03,2,0,0
24237015,000019716079,Gebr. Van den Bos Transporten B.V.,2676LM,Transportweg,27,,2676LM,Maasdijk,41,www.bosdaalen.nl,0.0,industriefunctie,4856.0,in gebruik,H,H,G,1995-06-28,7,0,0
24237016,000016502728,ADR. van Daalen en Zn. B.V.,2676LM,Transportweg,25,,2676LM,Maasdijk,41,www.bosdaalen.nl,0.0,industriefunctie,4856.0,in gebruik,H,H,,1995-12-07,7,0,0
24237174,000012687308,M & R Holding B.V.,3087BL,Waalhaven N.z.,4,,3087BL,Rotterdam,41,,0.0,industriefunctie,445.0,in gebruik,H,,,1993-10-03,1,0,0
24237190,000018394582,v. Ships Agency B.V.,3088GB,Albert Plesmanweg,57,,3088GB,Rotterdam,41,www.vships.com,0.0,kantoorfunctie,1442.0,in gebruik,H,,,1993-10-03,4,0,0
24237412,000019920350,Belsta (Nederland) B.V.,3088HJ,Waalhaven Z.z.,48,,3088HJ,Rotterdam,41,,0.0,kantoorfunctie,672.0,in gebruik,H,,,1993-03-19,1,0,0
24237525,000016439031,Sealiner Consolidation & Forwarding B.V.,3012KP,Westblaak,218,,3012KP,Rotterdam,41,,0.0,kantoorfunctie,1075.0,in gebruik,H,,,1993-03-26,3,0,0
24237526,000017654580,Mediterranean Shipping Company B.V.,3012KP,Westblaak,216,-218,3012KP,Rotterdam,41,www.mscnetherlands.com,,,,,H,H,,1993-03-26,9,0,0
24238179,000019029225,Triton Container International B.V.,2991XV,Escudostraat,40,,2991XV,Barendrecht,41,,0.0,industriefunctie,220.0,in gebruik,H,,,1993-04-22,4,0,0
24238371,000007508921,Reva Transport B.V.,3142GD,Groen van Prinstererkade,3,,3142GD,Maassluis,41,,0.0,woonfunctie,130.0,in gebruik,H,,,1993-03-05,2,0,0
24238756,000004365690,Kamar Bulk Transport UA,3089JD,Ophemertstraat,43,,3089JD,Rotterdam,61,www.cdcduwbakken.nl,0.0,woonfunctie,110.0,in gebruik,H,,,1993-05-19,4,0,0
24239208,000003543072,Unicabo Expeditie & Reizen,3027BJ,Mathenesserdijk,177,,3027BJ,Rotterdam,1,,0.0,industriefunctie,56.0,in gebruik,H,N,,2009-04-23,2,0,0
24239266,000017190436,Int. Exp. Bedr. 'Intra Europe' B.V.,2988BA,Rijksstraatweg,33,a,2988BA,Ridderkerk,41,,0.0,kantoorfunctie,362.0,in gebruik,H,,,1993-06-18,5,0,0
24239266,000039017516,Int. Exp. Bedr. 'Intra Europe' B.V.,3281NG,Voltastraat,20,,3281NG,Numansdorp,41,www.intra-europe.nl,,,,,H,,,1993-06-18,5,0,0
24239266,000039017524,Int. Exp. Bedr. 'Intra Europe' B.V.,4794SN,Markweg Zuid,6,,4794SN,Heijningen,41,www.intra-europe.nl,0.0,industriefunctie,9919.0,in gebruik,H,,,1993-06-18,5,0,0
24239266,000039017532,Int. Exp. Bedr. 'Intra Europe' B.V.,3281LS,Havenkade,2,,3281LS,Numansdorp,41,www.intra-europe.nl,0.0,overige gebruiksfunctie,3600.0,in gebruik (niet ingemeten),H,,,1993-06-18,5,0,0
24239266,000041065646,Int. Exp. Bedr. 'Intra Europe' B.V.,4041AC,Meezendreef,5,,4041AC,Kesteren,41,www.intra-europe.nl,0.0,industriefunctie,23310.0,in gebruik (niet ingemeten),H,H,,1993-06-18,5,0,0
24240077,000019136315,4Seas Shipping and Forwarding B.V.,2992SR,Augustapolder,74,,2992SR,Barendrecht,41,,0.0,kantoorfunctie,342.0,in gebruik,H,H,G,2014-06-06,1,0,0
24240488,000016805232,Burger Chartering B.V.,3176PD,Hofhoek,20,,3176PD,Poortugaal,41,www.royalburgergroup.com,0.0,kantoorfunctie,4722.0,in gebruik,H,,,2014-05-06,3,0,0
24240508,000019391323,Hugo Trumpy B.V.,3161KG,Dorpsdijk,50,,3161KG,Rhoon,41,www.hugo-trumpy.nl,0.0,kantoorfunctie,166.0,in gebruik,H,,,1993-08-25,3,0,0
24240698,000014499118,Interaction B.V.,3077AG,Kreeksehaven,61,,3077AG,Rotterdam,41,www.interactionlogistics.nl,,,,,H,H,H,2016-12-01,3,0,0
24241410,000017189578,L.P. Felperlaan Shipping & Trading B.V.,3161GJ,Nijverheidsweg,29,,3161GJ,Rhoon,41,www.felperlaan.nl,0.0,industriefunctie,518.0,in gebruik,H,H,H,1993-09-30,3,0,0
24241832,000017772907,T.I.C.C. (Nederland) B.V.,3089JH,Waalhaven Z.z.,19,,3089JH,Rotterdam,41,www.sharelogistics.nl,0.0,kantoorfunctie,8574.0,in gebruik,H,,,1993-10-19,4,0,0
24241947,000007673027,Elbe Rijn Lloyd B.V.,2987VE,Boelewerf,52,,2987VE,Ridderkerk,41,www.elberijnlloyd.nl,0.0,overige gebruiksfunctie,135.0,in gebruik,H,K,,1993-10-21,4,1,0
24242049,000014063530,Surinam Service Line 'S.s.L.',3021BN,2e Middellandstraat,10,A,3021BN,Rotterdam,1,,0.0,winkelfunctie,99.0,in gebruik,H,N,,1993-01-11,3,0,0
24242062,000017306272,JKN Logistics B.V.,2903LR,Kanaalweg,33,,2903LR,Capelle aan den IJssel,41,www.jknlog.com,0.0,kantoorfunctie,2606.0,in gebruik,H,,,1993-10-28,2,0,0
24242172,000020390564,Independ. Marine Consultants & Surveyors B.V.,2952AS,Kleine Beer,34,,2952AS,Alblasserdam,41,www.imcs-group.com,0.0,industriefunctie,48.0,in gebruik,K,H,,1994-11-05,2,0,0
24242849,000016095103,Kloosterboer International Forwarding B.V.,3089JH,Waalhaven Z.z.,19,,3089JH,Rotterdam,41,www.kloosterboer.nl,0.0,kantoorfunctie,8574.0,in gebruik,H,,,1993-11-25,5,0,0
24242849,000028641140,Kloosterboer Internat. Forwarding Vlissingen,4455TE,Finlandweg,10,Haven 4444,4455TE,Nieuwdorp,41,www.kloosterboer.nl,0.0,kantoorfunctie,1874.0,in gebruik,H,,,1993-11-25,5,0,0
24243019,000006377645,B.M. Holding B.V.,3233CH,Ligusterlaan,6,,3233CH,Oostvoorne,41,,0.0,woonfunctie,133.0,in gebruik,K,H,,1993-02-12,3,0,0
24243573,000018428169,Cuneus Netherlands,3208KP,Bohrweg,1,,3208KP,Spijkenisse,41,,0.0,overige gebruiksfunctie,999999.0,ingetrokken,H,,,1993-12-29,4,0,0
24243591,000014509369,Spider Transport & Opleidingen B.V.,2925VB,Lavendel,75,,2925VB,Krimpen aan den IJssel,41,www.spidertransportopleidingen.nl,0.0,woonfunctie,104.0,in gebruik,P,P,H,1993-12-30,4,1,0
24243860,000018668100,NYK Line (Benelux) B.V.,3012CA,Aert van Nesstraat,45,,3012CA,Rotterdam,41,,0.0,kantoorfunctie,953.0,ingetrokken,H,,,1993-12-31,3,0,0
24244045,000002995786,M. van der Laan Beheer,2913LV,Hoogeveenenweg,110,,2913LV,Nieuwerkerk ad IJssel,41,,0.0,industriefunctie,4341.0,in gebruik (niet ingemeten),K,H,,1999-02-03,4,0,0
24244274,000017829763,G.T.O. Transporten B.V.,3079DN,Stolwijkstraat,60,,3079DN,Rotterdam,41,www.gto-group.com,0.0,industriefunctie,917.0,in gebruik,H,,,1994-01-19,6,1,0
24244295,000001704095,Particuliere Transport Coöperatie B.A.,2909LE,Rivium 1e Straat,115,,2909LE,Capelle Aan Den Ijssel,61,www.ptcba.nl,0.0,kantoorfunctie,262.0,ingetrokken,H,,,1994-11-01,5,1,0
24244718,000016444337,Nico Kind Internationale Transporten B.V.,3137DL,Gustav Stresemannring,30,,3137DL,Vlaardingen,41,www.nicokind.nl,0.0,woonfunctie,145.0,in gebruik,H,H,,1994-01-19,4,0,0
24244805,000004861280,C.H.T. Rotterdam,3035GD,Pijnackerplein,26,,3035GD,Rotterdam,1,,0.0,woonfunctie,138.0,ingetrokken,H,G,,1994-01-19,2,0,0
24245602,000019506082,UTI Forwarding,3089JH,Waalhaven Z.z.,19,9de etage,3089JH,Rotterdam,41,,0.0,kantoorfunctie,8574.0,in gebruik,H,,,1994-02-18,5,0,0
24245647,000018134521,Hüttges Transport Service Nederland B.V.,2988CM,Euroweg,2,,2988CM,Ridderkerk,41,www.hts-nederland.nl,0.0,kantoorfunctie,244.0,in gebruik,H,,,1994-02-18,4,0,0
24246795,000017137527,IMPERIAL Logistics B.V.,3087BM,Waalhaven O.z.,77,Haven 2203 A,3087BM,Rotterdam,41,www.imperiallogistics.com,0.0,kantoorfunctie,5876.0,in gebruik,H,H,,1994-07-04,7,0,1
24247367,000020210183,LV (Lensveld) Shipping & Logistics B.V.,3133LA,Koggehaven,24,,3133LA,Vlaardingen,41,www.lvshipping.com,0.0,industriefunctie,2577.0,ingetrokken,H,,,1994-04-28,4,0,1
24247391,000002239582,King Shipping & Chartering B.V.,3011KD,Goudsesingel,190,,3011KD,Rotterdam,41,,,,,,H,,,1994-02-05,1,0,0
24247392,000013908693,Goodspeed Chartering B.V.,3011KD,Goudsesingel,190,,3011KD,Rotterdam,41,,,,,,H,,,1994-02-05,2,0,0
24247463,000012727121,Visser & Visser Chartering B.V.,3011KD,Goudsesingel,190,,3011KD,Rotterdam,41,www.visservisser.nl,,,,,H,,,1994-04-05,5,0,0
24247827,000018044034,Holland Freight Bridge B.V.,3194DC,Nieuwe Langeweg,173,,3194DC,Hoogvliet Rotterdam,41,www.hfb.nl,0.0,kantoorfunctie,49.0,in gebruik,H,,,1994-05-19,5,0,1
24248008,000019794460,H. van Veelen & Zn. B.V.,3088HG,Van Veenendaalweg,17,,3088HG,Rotterdam,41,www.veelen.nl,0.0,kantoorfunctie,1382.0,in gebruik,C,H,L,1994-05-31,5,0,0
24248019,000019619510,Elte International B.V.,3021DM,Heemraadssingel,186,,3021DM,Rotterdam,41,,0.0,kantoorfunctie,530.0,in gebruik,H,,,1994-05-26,4,0,0
24248228,000016819608,Rheintrans B.V.,3071NR,Maaskade,161,A,3071NR,Rotterdam,41,www.rheintrans.nl,0.0,woonfunctie,100.0,in gebruik,H,,,1994-07-06,4,1,1
24248384,000019047258,Van de Graaf & Meeusen Rivertransport B.V.,2987VE,Boelewerf,52,,2987VE,Ridderkerk,41,www.gmwatertransport.nl,0.0,overige gebruiksfunctie,135.0,in gebruik,H,,,1994-06-13,5,1,0
24248495,000016935845,Bevrachtingskantoor J.C.S. Van Orselen B.V.,3222KE,Rijksstraatweg,301,,3222KE,Hellevoetsluis,41,,0.0,woonfunctie,82.0,in gebruik,H,,,1994-06-17,4,0,0
24248947,000017448549,Gateway Express Lines B.V.,3088EB,Van Weerden Poelmanweg,14,,3088EB,Rotterdam,41,,0.0,kantoorfunctie,2573.0,in gebruik,H,,,1994-07-07,2,0,0
24248963,000018097111,Cavalier Internat. Air & Ocean Freight B.V.,1437CG,Kruisweg,365,,1437CG,Rozenburg,41,www.cavalier.net,0.0,woonfunctie,186.0,in gebruik,H,,,2000-01-24,4,0,0
24249003,000016858778,Consult. for Int. Transports (C.I.T.) B.V.,3088EB,Van Weerden Poelmanweg,14,,3088EB,Rotterdam,41,,0.0,kantoorfunctie,2573.0,in gebruik,H,,,1994-12-07,1,0,0
24249369,000018059678,Legero International Holland B.V.,3133KW,Kotterstraat,2,,3133KW,Vlaardingen,41,www.simbolo.nl,0.0,industriefunctie,6134.0,in gebruik,H,,,1994-07-27,6,0,0
24249369,000021898340,Legero International (Holland),2132WS,Parellaan,2,F,2132WS,HOOFDDORP,41,www.legerogroup.com,0.0,industriefunctie,120.0,in gebruik,H,,,1994-07-27,6,0,0
24249581,000010438955,Exceptioneel Transport Europa (E.T.E.) B.V.,3041JA,Abraham van Stolkweg,74,E,3041JA,Rotterdam,41,,0.0,industriefunctie,27846.0,in gebruik,H,,,1997-02-26,4,0,0
24250272,000018026958,Omas,3161HK,Rijsdijk,13,,3161HK,Rhoon,41,,0.0,kantoorfunctie,791.0,in gebruik,M,H,,1994-07-09,1,0,0
24250414,000020096917,Codirex Expeditie B.V.,3088HH,Waalhaven Z.z.,12,J,3088HH,Rotterdam,41,,,,,,H,H,,1994-09-14,4,0,1
24250459,000018275052,Transportcentrale Rotterdam B.V.,3355ES,De Biezen,30,,3355ES,Papendrecht,41,www.tcrotterdam.nl,0.0,industriefunctie,137.0,in gebruik,H,,,1994-09-19,4,0,0
24250545,000010436847,Gommers Int. Bevracht.- en Scheepv.kant. B.V.,3331MA,Scheepmakerij,142,,3331MA,Zwijndrecht,41,www.gommers-bv.nl,0.0,kantoorfunctie,101.0,in gebruik,H,,,1999-10-19,4,1,0
24250560,000017924650,European Transport Services,3089JH,Waalhaven Z.z.,21,,3089JH,Rotterdam,41,,0.0,kantoorfunctie,7436.0,in gebruik,H,H,,1994-09-22,1,1,0
24251345,000020493010,Int. Transportbedrijf A. van der Kooij B.V.,3134LV,Willem Beukelszoonstraat,9,A,3134LV,Vlaardingen,41,,0.0,industriefunctie,82.0,in gebruik,H,H,,1994-10-26,3,1,0
24251379,000019333439,Mitsubishi Logistics Europe B.V.,2984BT,Ridderhaven,17,,2984BT,Ridderkerk,41,,0.0,kantoorfunctie,269.0,in gebruik,H,H,H,1994-10-26,4,0,1
24252173,000018115586,Customs Support NCTS B.V.,3165AA,Willem Barentszstraat,11,,3165AA,Rotterdam-Albrandswaard,41,,0.0,kantoorfunctie,218.0,in gebruik,H,,,1995-03-01,1,0,0
24252333,000018201199,Hooymeijer B.V.,3133KJ,George Stephensonweg,25,,3133KJ,Vlaardingen,41,www.hooymeijer.nl,0.0,industriefunctie,7466.0,in gebruik,H,M,H,1994-05-12,5,1,0
24252654,000019945337,Lemm Int. Transport B.V.,3198LS,Moezelweg,118,,3198LS,Europoort Rotterdam,41,,0.0,industriefunctie,422.0,in gebruik,H,H,,1994-12-21,6,0,0
24252878,000019942346,BME Ingenieurs B.V.,3047BR,Hongkongstraat,5,,3047BR,Rotterdam,41,,0.0,bijeenkomstfunctie,2082.0,in gebruik,M,H,,2018-12-20,1,0,0
24253002,000001497812,Take it or Leave it,2681NN,Swanenburch,21,,2681NN,Monster,1,www.dubbeld.acnrep.com,0.0,woonfunctie,111.0,in gebruik,G,H,,2017-05-01,2,0,0
24253136,000016411528,HAC Transport B.V.,3065PE,François Nivardstraat,13,,3065PE,Rotterdam,41,,0.0,woonfunctie,155.0,in gebruik,H,,,2015-03-20,1,0,0
24253217,000017306469,Adco Logistics & Warehousing,3088GB,Albert Plesmanweg,63,,3088GB,Rotterdam,41,,0.0,kantoorfunctie,2680.0,in gebruik,H,,,1995-06-01,6,1,0
24253260,000006559646,H. Sloots Expeditie,3161VG,Ghijseland,62,,3161VG,Rhoon,1,,0.0,woonfunctie,131.0,in gebruik,H,,,1995-09-01,2,0,0
24253409,000002590034,H.D. Chartering (Rotterdam),2993PX,Veluwemeer,14,,2993PX,Barendrecht,41,,0.0,woonfunctie,163.0,in gebruik,K,H,,1995-01-17,2,0,0
24253629,000018226108,Nijman Zeetank Equipment B.V.,3208KH,Wattweg,2,,3208KH,Spijkenisse,41,,0.0,industriefunctie,1710.0,in gebruik,H,H,,1995-01-23,1,0,0
24254878,000018775446,Mainport Forwarding B.V.,3089KK,Den Hamweg,30,,3089KK,Rotterdam,41,www.mainport-rotterdam.com,0.0,industriefunctie,10981.0,in gebruik,H,,,1995-03-13,3,0,0
24254980,000018794734,Luijten B.V.,3621BR,Straatweg,62,,3621BR,Breukelen,41,,0.0,kantoorfunctie,242.0,in gebruik,H,,,2005-06-13,2,0,0
24255225,000009367160,Redexco,2987AG,Natalstraat,1,,2987AG,Ridderkerk,11,,0.0,kantoorfunctie,102.0,in gebruik,H,H,,1995-03-27,3,0,0
24255293,000019232691,Akomar Shipping B.V.,2984CD,Wolweverstraat,28,,2984CD,Ridderkerk,41,www.akomar.nl,0.0,kantoorfunctie,365.0,in gebruik,H,,,1995-04-04,5,0,1
24255421,000019788193,Rotterdam Car Terminal B.V.,3197KG,Merseyweg,50,,3197KG,Botlek Rotterdam,41,,0.0,industriefunctie,272.0,in gebruik,H,,,1995-05-04,5,0,0
24255461,000019504780,Trans Overseas B.V.,3161HK,Rijsdijk,13,,3161HK,Rhoon,41,,0.0,kantoorfunctie,791.0,in gebruik,H,H,H,1995-05-04,1,0,0
24256004,000017013518,Winde/G.T.France B.V.,3088HE,Smirnoffweg,24,2e verdiepin,3088HE,Rotterdam,41,www.windegtfrance.nl,,,,,H,H,,1995-01-05,3,0,0
